wavelength,reflectance,diffuse_transmittance
1417,0.22617,0.33197
1418,0.22465,0.33025
1419,0.22327,0.3286
1420,0.22199,0.32717
1421,0.22086,0.32585
1422,0.21981,0.32464
1423,0.21886,0.3235
1424,0.218,0.32248
1425,0.21725,0.3215
1426,0.21656,0.32073
1427,0.21595,0.32002
1428,0.21541,0.31943
1429,0.21496,0.31883
1430,0.21455,0.31831
1431,0.21422,0.31779
1432,0.21393,0.31736
1433,0.2137,0.3171
1434,0.21351,0.31692
1435,0.21338,0.31675
1436,0.21328,0.31655
1437,0.21323,0.31642
1438,0.21321,0.31636
1439,0.21323,0.31625
1440,0.21327,0.31617
1441,0.21336,0.31617
1442,0.21346,0.31628
1443,0.21359,0.31651
1444,0.21374,0.31684
1445,0.21391,0.31717
1446,0.21409,0.31745
1447,0.21429,0.31767
1448,0.2145,0.31785
1449,0.21473,0.31808
1450,0.21498,0.31827
1451,0.21523,0.31838
1452,0.21551,0.31861
1453,0.21581,0.31901
1454,0.21612,0.31953
1455,0.21647,0.32004
1456,0.21684,0.32056
1457,0.21725,0.3211
1458,0.21768,0.32169
1459,0.21816,0.32231
1460,0.21869,0.32291
1461,0.21926,0.3235
1462,0.21988,0.32414
1463,0.22056,0.32491
1464,0.22128,0.32589
1465,0.22206,0.3269
1466,0.2229,0.32798
1467,0.22379,0.32912
1468,0.22473,0.33026
1469,0.22571,0.33145
1470,0.22675,0.33282
1471,0.22781,0.33416
1472,0.22893,0.33555
1473,0.23006,0.33699
1474,0.23124,0.33835
1475,0.23242,0.33991
1476,0.23365,0.34131
1477,0.23489,0.34264
1478,0.23615,0.34403
1479,0.23742,0.34545
1480,0.23872,0.34703
